player_id,player_name,username,age,city,country,email,phone,game_title,genre,platform,device,game_mode,rank_tier,subscription_type,account_created_date,last_login_date,account_age_days,hours_per_week,total_hours_played,total_matches_played,total_wins,total_losses,win_rate_%,kd_ratio,avg_score_per_match,session_length_mins,achievements_unlocked,friends_count,total_spend_INR,num_in_app_purchases,purchase_type,payment_method,player_rating,toxicity_reports,guild_member,streams_content,churn_risk
PLR0007474,Sneha Chopra,SNEHA_CHOPRA_FF,-21,Lyon,France,N/A,9850780465,Apex Legends,,PC ,iOS,Team,Silver,Pro,,12-12-2020,529,47.8,1003.8 hrs,3412,-3053,359,89.5,6.1,1501.1,187,130,486,8940.29,0,DLC,CREDIT CARD,5.2,9,N,1,medium
PLR0046328,Chloe Brown,N/A,unknown,San Francisco,USA,chloe.brown@hotmail.com,9471237067,GTA V,RPG,pc,android,N/A,platinum,Pro,08/09/20,20-02-2021,195,2.3,124.2,999999,564,1788,24.0,3.3,,181,147,27,5369.47,N/A,FULL GAME,UPI,4.3,6,NO,True,N/A
PLR0036122,miguel garcia,miguel_garciaxX,999,Brisbane,Australia,miguel.garcia@hotmail.com,9983145444,Minecraft,Battle Royale,mobile ,Console,Squad,-,PREMIUM,N/A,September 2022,1571,10.0,1540.0,70,63,N/A,90.0,4.3,-7.9,33,91,257,1586.92,25,Subscription,CREDIT CARD,4.8,23,False,No,
PLR0039618,Miguel Dubois,,15,Toronto,Canada,,9124126528,Dota 2,Sports,Playstation,android,Team,Master,Free ,06.02.2018,N/A,971,46.5,99999,4013,2349,1664,58.5,7.9,3520.0,89,116,427,12309.53,45,dlc,,3.9,25,N,true,HIGH
PLR0030025,pierre iyer,pierre_iyer_pro,25 yrs,Brisbane,Australia,pierre.iyer@yahoo.com,,8 Ball Pool,RPG,MOBILE,WINDOWS,N/A,Silver,Free,July 2018,07/17/19,351,5.0,340.0,-2411,1863,548,77.3,4.5,922.4,290,,412,8709.91,61,In-App Purchase,Wallet,3.5,30,1,YES,High
PLR0001374,Sneha Santos,  sneha_santos_gamer,24,SAO PAULO,Brazil,sneha.santos@hotmail,9903831795,Fortnite,Fighting,Mobile,Console,,Gold,N/A,09.08.2019,31-12-2020,510,28.3,141.5,2739,N/A,2211,19.3,,3707.1,146,,N/A,257.84,28,,n/a,4.2,30,false,yes,Low
PLR0045301,Tanya Silva,tanya_silva123,19,Sydney,Australia,tanya.silva@@yahoo.com,9479687194,CS:GO,Simulation,Xbox,Android,N/A,Gold,free,October 2021,2022-05-31T00:00:00Z,221,57.2,11096.8,-608,574,34,94.4,7.2,1158.8,196,,185,4940.95,58,DLC,CREDIT CARD,2.8,-9,N,true,High
PLR0036612,Miguel Dubois,miguel_dubois_yt,24,Manchester,UK,miguel.dubois@outlook.com,9701579431,Candy Crush,None,pc,NA,Team,Unranked,Pro,02.01.2017,NULL,-1248,9.8,539.0,208,38,170,18.3,3.3,4435.3,295,41,32,3790.8,57,in-app purchase,wallet,3.0,25,1,NO,N/A
PLR0004511,NISHA GARCIA,nisha_garciaxX,31,toronto,canada,nisha.garcia@hotmail.com,9284633212,GTA V,Sports,playstation,Android,N/A,Grandmaster,Elite,11/03/16,September 2020,1416,50.6,N/A,999999,855,-3083,21.7,,2285.3,,88,121,679.36,12,Season Pass,upi,2.0,,no,0,Medium
PLR0043461,karan shah,karan_shah,31,Berlin,GERMANY,karan.shah@hotmail.com,9063785580,Pokemon GO,Simulation,PlayStation,NA,Duo ,Diamond,PREMIUM,June 2017,01/02/21,-1299,1.7,277.1,1341,549,-792,40.9,2.4,2764.0,223,,112,5598.52,74,FULL GAME,Debit Card,3.7,15,0,no,
PLR0041315,Ishaan Santos,ishaan_santos_gamer,18,Dubai,UAE,,+91-9443119592,Apex Legends,Strategy,PlayStation,none,Team,Gold,free,2020/05/04,October 2020,170,2.5,350.0,459,55,404,12.0,3.1,4699.7,216,120,355,Rs.1806.83,34,dlc,Gift Card,3.3,2,0,0,Low
PLR0005569,CHLOE SILVA,chloe_silva_yt,33,Paris,France,chloe.silva@hotmail.com,9749185188,Fortnite,Strategy,Playstation,Console,,,Pro,04 January 2019,September 2023,1715,57.6,-518.4,2388,1522,866,63.7,6.7,N/A,167,135,50,7135.14,54,FULL GAME,Net Banking,3.0,3,NO,N,
PLR0036907,Arjun Singh,arjun_singh,33 yrs,New York,USA,arjun.singh@gmail.com,9041162703,Valorant,Battle Royale,mobile ,android,SQUAD,Diamond,Elite,09 July 2017,2019/05/22,682,37.3,99999,1000,304,696,30.4,0.6,-16.8,-49,80,47,4657.87,66,Subscription,wallet,2.2,27,False,False,medium
PLR0045104,Carlos Williams,,17,Tokyo,Japan,carlos.williams@outlook.com,9416304304,Minecraft,RPG,Nintendo Switch,Console,Squad,Unranked,PREMIUM,2017/04/30,September 2021,1599,58.6,4570.8,3086,1946,,63.1,1.9,1772.5,206,23,116,4990.92,61,FULL GAME,CREDIT CARD,4.0,18,1,Y,HIGH
PLR0022760,Carlos Brown,carlos_brown,19,Osaka,Japan,carlos.brown@gmail.com,9733645040,Apex Legends,MOBA,PC,MacOS,Duo ,Silver,pro,25-05-2016,09.04.2021,1780,15.5,2774.5,418,121,999999,28.9,6.2,2747.4,298,91,38,1227.93,60,,Debit Card,4.3,23,N,True,
PLR0035586,Riya Chopra,riya_chopra_ff,27,Sao Paulo,  Brazil,riya.chopra@hotmail.com,,Valorant,Battle Royale,Unknown,Mac,N/A,Grandmaster,pro,2017-08-19T00:00:00Z,2021-07-27T00:00:00Z,999999,29.6,5594.4,792,226,N/A,28.5,1.2,914.0,128,123,211,4116.63,71,Subscription,Wallet,4.8,29,Yes,yes,Low
PLR0037490,Pierre G@rci@,pierre_garcia_bg,26,NEW YORK,USA,pierre.garcia@outlook.com,9797766635,Free Fire,Horror,Xbox,Console,Duo,Grandmaster,Premium,2021-11-28T00:00:00Z,2022/02/06,70,44.5,3738.0 hrs,3519,2799,720,123.0,-12.1,,NULL,81,999999,3995.21,3,Full Game,wallet,2.7,18,YES,yes,N/A
PLR0025315,vikram santos,vikram_santos999,23,Ahmedabad,India,vikram.santos@yahoo,,Minecraft,RPG,PC ,MacOS,N/A,SILVER,pro,2022-01-04T00:00:00Z,20-07-2023,562,23.8,4450.6,4638,1051,3587,22.7,5.6,1010.1,50,70,374,7325.93.00,14,dlc,N/A,2.3,7,no,True,High
PLR0045382,Nikhil Williams,nikhil_williams123,19,Marseille,France,nikhil.williams@yahoo.com,XXXXXXXXXX,CS:GO,Casual,pc,android,squad,bronze,None,February 2019,15-08-2021,N/A,8.9,1726.6,999999,3163,1178,72.9,2.1,-4.1,142,59,47,-7660.56,46,DLC,Wallet,4.5,,True,Yes,
PLR0044606,Karan Smith,karan_smith_gamer,N/A,Jaipur,,N/A,9299334989,League of Legends,-,MOBILE,Mac,Duo ,Unknown,pro,11 September 2017,2020/02/19,891,44.5,4094.0,2448,2319,-129,94.7,6.0,5018.3,238,3,422,Rs.4928.57,15,,Wallet,2.8,22,no,N,N/A
PLR0023182,Tanya Mehta,NULL,22 yrs,Pune,india,tanya.mehta@outlook.com,+91-9867553393,Genshin Impact,Fighting,,Console,Duo,Bronze,PREMIUM,29.07.2014,02/18/19,1665,52.4,-2253.2,2794,376,2418,13.5,6.2,4105.2,178,133,64,11736.83,73,dlc,upi,3.5,22,N,Y,High
PLR0025883,Aditya Smith,ADITYA_SMITH_NOOB,18,Birmingham,UK,aditya.smith@hotmail.com,9212366200,CS:GO,N/A,Mobile,Android,Squad,N/A,na,10.01.2017,07/02/21,1634,55.3,2156.7,182,57,,31.3,7.0,2708.0,46,41,395,11933.98,20,Subscription,UPI,3.3,11,true,false,None
PLR0004546,Riya Verma,riya_verma_noob,29,Brasilia,Brazil,riya.verma@yahoo.com,9062787622,Apex Legends,Battle Royale,N/A,Android,Duo,Unranked,Pro,06 May 2022,2023/03/17,315,26.0,,4180,741,3439,,4.2,784.7,196,100,324,3019.38.00,76,dlc,Gift Card,5.0,22,N,Y,
PLR0047271,POOJA JOHNSON,pooja_johnson_ff,,Mumbai,India,pooja.johnson@yahoo.com,9760407738,Free Fire,Fighting,PC ,Mac,squad,SILVER,Premium,July 2015,08 August 2020,-1857,37.0,3737.0,4153,-3834,319,92.3,20.3,2449.9,244,117,197,13136.82,23,Season Pass,Net Banking,6.9,4,true,1,Medium
PLR0021587,Nikhil Santos,  nikhil_santos_yt,18,Kolkata,India,nikhil.santos@hotmail,9892569251,League of Legends,MOBA,n/a,iOS,N/A,Platinum,premium,09/29/19,24 December 2021,817,16.3,537.9,694,236,458,34.0,NULL,789.7,181,11,113,10463.67,22,Subscription,n/a,-0.2,21,N,True,HIGH
PLR0028883,DEV IYER,dev_iyer,19,Delhi,India,dev.iyer@gmail.com,9767723773,FIFA 24,Fighting,PC,Mac,Duo,-,premium,20 July 2019,04/29/23,1379,20.0,2300.0,2411,99,2312,4.1,0.2,2143.9,210,30,264,Rs.3296.57,75,na,Unknown,5.9,15,True,false,High
PLR0001366,  Dev Sharma  ,dev_sharmaxX,16,Dubai,UAE,dev.sharma@yahoo.com,N/A,Free Fire,FPS,Xbox,Android,Team,Unranked,Elite,June 2018,22-01-2019,216,57.5,8797.5,-1347,529,818,39.3,6.4,1269.6,999999,121,328,11641.29,34,DLC,Credit Card,2.8,-16,True,false,Low
PLR0029455,Kunal Smith,kunal_smith_ff,,Lyon,France,kunal.smith@yahoo.com,9657307715,Valorant,Casual,PC,Windows,n/a,SILVER,pro,2019/03/31,30-08-2020,518,42.8,2867.6,4239,1524,,125.9,4.1,2870.6,50,30,N/A,₹14218.1,-49,dlc,Debit Card,3.3,20,no,yes,low
PLR0034467,Priya Yamamoto,priya_yamamoto_noob,18,Delhi,India,priya.yamamoto@outlook.com,9148187798,Minecraft,MOBA,PC,IOS,squad,Silver,N/A,10 November 2015,,1787,N/A,523.6,-4455,3171,1284,71.2,4.4,2938.0,79,134,999999,369.04,10,N/A,Credit Card,3.4,10,Yes,0,High
PLR0026454,Lucas Garcia,lucas_garcia_pro,16,Marseille,France,lucas.garcia@yahoo.com,9209978247,Ludo King,,Mobile,iOS,,Bronze,Elite,01/26/19,April 2020,442,44.7,5453.4,3410,459,2951,13.5,4.3,1387.5,143,102,163,4494.08,28,In-App Purchase,,4.9,25,no,yes,High
PLR0022431,ANANYA MARTIN,ananya_martin_gamer,28,Los Angeles,USA,ananya.martin@yahoo.com,9919544022,8 Ball Pool,FPS,PC,IOS,solo,Bronze,pro,30 August 2015,30-12-2019,-1583,-49.4,NULL,2477,147,2330,5.9,3.0,1714.8,270,98,436,₹2998.28,54,Subscription,N/A,6.4,22,0,No,High
NULL,  Pooja Das  ,pooja_das_pro,16,Paris,France,pooja.das@yahoo.com,9352520153,BGMI,Casual,PC,android,solo,Silver,Free ,07/05/19,02.09.2020,425,20.3,3633.7,,253,2270,10.0,7.1,2428.9,133,999999,83,7688.33.00,80,Season Pass,Debit Card,3.6,10,1,Y,HIGH
PLR0010004,Ana Patel,ana_patel_noob,-35,Houston,USA,ana.patel@yahoo.com,+91-9374025634,Minecraft,None,Mobile,Windows,solo,platinum,premium,2021/07/16,2023/02/14,578,56.6,8320.2,4577,,4324,5.5,3.2,4770.6,270,-88,363,,NULL,DLC,Credit Card,3.5,,no,YES,medium
PLR0033909,JAMES SILVA,N/A,17,Brisbane,Australia,james.silva@yahoo.com,9533253373,GTA V,RPG,Nintendo Switch,Mac,,N/A,Elite,23 April 2015,2019-08-08T00:00:00Z,1568,34.4,5744.8,1779,143,-1636,8.0,15.7,2563.6,162,136,14,₹1399.91,,dlc,Gift Card,N/A,26,False,true,-
PLR0022454,SOFIA CHOPRA,,24,Vancouver,Canada,sofia.chopra@yahoo.com,9386789601,Among Us,RPG,Nintendo Switch,ios,N/A,Gold,Premium,December 2017,NULL,1914,27.6,386.4,1981,199,N/A,-15.1,N/A,240.3,277,N/A,102,$4826.22,27,Season Pass,none,3.2,11,No,NO,Low
PLR0041406,Pierre Chopr@,pierre_chopra_bg,-25,Pune,India,N/A,,Apex Legends,MOBA,PC,Console,Squad,N/A,Free,02/29/16,2019-06-16T00:00:00Z,1203,54.6,4040.4,986,586,400,-3.8,5.0,4356.5,99,138,-53,₹13756.94,23,N/A,Net Banking,4.5,6,False,YES,none
PLR0015286,Arjun Yamamoto,arjun_yamamoto_gamer,34 yrs,Chicago,USA,arjun.yamamotogmail.com,9084872308,Apex Legends,Battle Royale,mobile ,MacOS,Duo,Grandmaster,premium,11 April 2019,August 2023,-1577,40.2,NULL,4657,3568,1089,123.5,-16.1,N/A,140,133,,₹6244.64,10,in-app purchase,Net Banking,3.1,-15,yes,Yes,High
PLR0011355,Rohan Jones,rohan_jones_pro,31,KOLKATA,India,rohan.jones@hotmail.com,9460265699,Pokemon GO,Battle Royale,Mobile,IOS,Duo,Silver,Pro,10-09-2021,2022-12-07T00:00:00Z,453,52.9,8569.8,-496,370,126,74.6,19.3,111.0,N/A,130,999999,1421.12,77,N/A,Net Banking,4.0,4,true,N,Low
PLR0038787,Meera Oliveira,meera_oliveira123,35,Toronto,Canada,meera.oliveira@hotmail.com,9717432033,Among Us,Strategy,Playstation,Android,squad,SILVER,Premium,2016/08/02,29.08.2021,1853,-14.7,2043.3,405,N/A,,84.9,5.7,2396.2,194,46,N/A,₹3775.56,20,in-app purchase,UPI,2.8,25,False,0,Low
PLR0011911,Sneha Martin,sneha_martin_yt,,HAMBURG,Germany,sneha.martin@outlook.com,+91-9086604634,Free Fire,Sports,mobile ,IOS,,Grandmaster,premium,NULL,24-02-2020,1890,54.1,9142.9,590,455,135,77.1,-17.3,750.8,-158,137,999999,,63,Season Pass,,3.8,24,False,false,High
PLR0035887,Nisha Singh,  nisha_singh_ff,31,Rio de Janeiro,Brazil,nisha.singh@hotmail.com,9847658002,Valorant,Strategy,PC ,WINDOWS,,Gold ,pro,2014-04-28T00:00:00Z,21.02.2019,1760,26.4,3115.2 hrs,926,754,172,81.4,5.7,1329.3,77,58,254,9150.74,14,na,,2.7,24,yes,N,medium
PLR0029035,Av@ S@ntos,ava_santos_yt,16,Berln,Germany,,9601334425,NA,RPG,Nintendo Switch,android,,N/A,premium,18 February 2017,2019/01/09,690,18.5,573.5,909,261,NULL,28.7,2.3,4384.5,126,44,-115,8536.26,20,N/A,none,3.9,-25,YES,yes,Low
PLR0023037,Julia Müller,julia_müller999,29,Sao Paulo,BRAZIL,julia.müller@hotmail.com,9468721806,CS:GO,Strategy,None,Windows,N/A,Silver,premium,January 2014,21.05.2019,1936,42.8,4365.6,118,31,N/A,N/A,5.6,2955.6,181,121,NULL,418.53,49,in-app purchase,,3.9,18,No,false,
PLR0026761,Vikram Verma,vikram_verma_gamer,34,Delhi,India,vikram.verma@gmail.com,9416074,Dota 2,MOBA,Nintendo Switch,android,Team,Master,N/A,26.12.2019,10-09-2020,259,-14.7,396.9,701,427,274,60.9,NULL,2889.0,240,69,459,11805.93,59,N/A,Credit Card,2.5,20,YES,Y,
PLR0013077,Arjun Gupta,arjun_gupta_gamer,23,Hamburg,Germany,arjun.gupta@hotmail.com,XXXXXXXXXX,PUBG PC,FPS,Nintendo Switch,ios,solo,Master,Pro,2016/08/10,N/A,1272,37.7,2299.7,772,545,227,70.6,2.2,1910.1,78,999999,170,₹431.33,75,Season Pass,Net Banking,4.0,N/A,NO,yes,medium
PLR0032451,Carlos Gupta,carlos_gupta_noob,22,Pune,India,carlos.gupta@hotmail.com,9430022572,Apex Legends,Casual,Mobile,WINDOWS,SQUAD,SILVER,na,06 June 2017,2022/03/23,,38.3,3140.6,N/A,1093,NULL,N/A,-5.2,3780.4,-201,149,-385,9999999,-20,Full Game,Net Banking,5.2,12,false,false,low
PLR0019246,Arjun Shah,arjun_shah_ff,27,Hamburg,Germany,arjun.shah@yahoo.com,91856-56243,BGMI,Simulation,PC,android,Squad,Master,PREMIUM,2015-01-30T00:00:00Z,February 2020,1838,29.8,4976.6,1416,1254,162,88.6,2.9,466.1,227,93,397,N/A,1,Subscription,Wallet,3.8,17,False,true,N/A
PLR0024471,Hiroshi Patel,hiroshi_patel_noob,29,Tokyo,Japan,hiroshi.patel@gmail.com,XXXXXXXXXX,BGMI,Sports,Playstation,android,Solo,Diamond,premium,22 December 2016,03/06/22,1900,17.8,2759.0,2525,434,2091,17.2,2.4,1500.3,212,6,83,11609.31,N/A,N/A,Credit Card,2.3,4,N,N,low
PLR0017653,  Rohan Singh  ,rohan_singhxX,28,Hamburg,Germany,rohan.singh@yahoo.com,+91-9565448502,Dota 2,Battle Royale,Playstation,Console,squad,Gold,premium,2016-01-04T00:00:00Z,2019/07/26,1299,45.2,6328.0,999999,,999999,62.9,6.7,NULL,141,28,89,9567.03,12,,none,2.5,13,NO,No,Medium
PLR0005116,Sofia Gupta,sofia_gupta_gamer,13,Chennai,India,sofia.gupta@hotmail.com,97099-14888,League of Legends,Simulation,Playstation,Mac,SQUAD,Gold ,premium,2018/05/16,05/10/19,359,5.3,90.1,268,45,223,16.8,N/A,2160.0,288,57,325,11616.9,37,dlc,Gift Card,4.8,17,yes,yes,Low
PLR0045714,Miguel Shah,miguel_shah_gamer,23,Mumbai,India,miguel.shah@hotmail.com,9652116455,8 Ball Pool,Strategy,mobile ,android,unknown,Gold,Pro,NULL,09/27/21,728,4.0,132.0,2184,1159,1025,53.1,4.5,1867.8,258,999999,216,,8,In-App Purchase,wallet,3.4,N/A,0,true,
PLR0048431,Tanvir Gupta,tanvir_gupta,32,Kolkata,India,tanvir.gupta@yahoo.com,9326427722,Free Fire,none,Playstation,MacOS,Solo,na,Free ,03.01.2016,10/24/20,1756,-43.9,3731.5,2724,750,1974,27.5,7.3,872.3,194,51,23,Rs.2580.55,66,in-app purchase,Credit Card,3.1,1,yes,No,Low
PLR0031253,Emma Mehta,emma_mehta_ff,24,Lyon,France,emma.mehta@hotmail.com,9339738598,FIFA 24,Fighting,NA,MacOS,N/A,Grandmaster,premium,2020-11-19T00:00:00Z,15.06.2022,573,11.5,1242.0,2103,1790,313,85.1,2.3,894.2,179,1,392,Rs.1167.73,28,Full Game,Gift Card,,999999,1,0,
PLR0022980,Kunal Iyer,kunal_iyer_yt,N/A,Montreal,canada,kunal.iyer@outlook.com,9955408697,na,Strategy,PlayStation,WINDOWS,na,bronze,N/A,22-11-2018,10-05-2020,535,16.8,1848.0,3369,3198,171,94.9,,4749.7,294,6,101,12337.46,62,Subscription,upi,3.1,-29,No,False,High
PLR0007159,Kavya Chopra,kavya_chopra_noob,25,Kolkata,India,kavya.chopra@hotmail.com,9167981574,Candy Crush,Simulation,PC,na,SQUAD,Diamond,premium,30.10.2016,March 2022,1973,22.2,488.4,477,428,49,89.7,5.2,2220.9,271,46,115,2865.77,11,FULL GAME,wallet,3.7,N/A,NO,1,low
PLR0040170,Arjun Yamamoto,ARJUN_YAMAMOTO_NOOB,35,Pune,,arjun.yamamoto@outlook.com,9089022852,NULL,Casual,Mobile,IOS,Duo ,Unranked,Free ,12/16/21,October 2022,308,7.3,226.3,2599,2008,591,77.3,0.7,2651.5,-137,44,99,1300.71,0,Subscription,Wallet,2.7,20,True,NO,Low
PLR0007853,Sakura Iyer,SAKURA_IYER,17,Hamburg,Germany,sakura.iyer@yahoo.com,9657888426,NA,Strategy,PlayStation,android,SQUAD,Platinum,Free ,May 2022,10/05/23,496,4.9,735.0,,163,150,52.1,3.2,1245.4,216,-119,387,$12365.23,52,FULL GAME,N/A,5.3,12,1,True,Medium
PLR0039592,Hiroshi Mehta,HIROSHI_MEHTA_FF,34,HYDERABAD,India,hiroshi.mehta@hotmail.com,N/A,BGMI,Battle Royale,pc,android,solo,,PREMIUM,October 2017,15-07-2019,628,50.4,756.0,1060,864,N/A,81.5,0.6,477.2,156,39,356,11787.98,31,DLC,wallet,3.3,12,No,1,Medium
PLR0022253,Rohan Yamamoto,rohan_yamamoto_gamer,14,Rio de Janeiro,,rohan.yamamoto@yahoo.com,9226875985,,Simulation,PlayStation,IOS,squad,Silver,Pro,08/18/15,05/09/19,1360,55.1,1873.4,2772,N/A,-2188,21.1,5.6,2329.1,49,138,293,13298.27,6,dlc,CREDIT CARD,2.4,15,1,true,Medium
PLR0012799,Carlos Sharma,carlos_sharma_yt,16,London,N/A,carlos.sharma@gmail.com,9395535427,unknown,RPG,Xbox,Android,Squad,N/A,premium,04/27/18,N/A,1499,6.2,471.2 hrs,2964,2915,49,98.3,4.9,3139.9,999999,84,240,8708.6,19,NA,None,2.2,3,N,Y,medium
PLR0049667,Aarav Chopra,aarav_chopra_bg,29,Lucknow,India,aarav.chopra@@outlook.com,9053790419,Candy Crush,FPS,PlayStation,Android,Squad,N/A,pro,September 2015,2020-01-27T00:00:00Z,1600,17.2,1014.8,4790,-429,4361,NULL,14.9,NULL,-163,N/A,484,8254.73,999999,Season Pass,UPI,3.9,21,False,no,Medium
PLR0011875,Sofia Schmidt,sofia_schmidt_yt,33,Pune,India,sofia.schmidt@yahoo.com,9057742934,Clash of Clans,Simulation,mobile ,IOS,Squad,bronze,N/A,24-04-2020,2021/08/11,474,1.3,-204.1,999999,2062,2929,41.3,,272.1,239,999999,459,931.85,2,DLC,NA,,28,yes,yes,Low
PLR0014178,Lauren Malhotra,lauren_malhotra_noob,27,Osaka,Japan,lauren.malhotra@@gmail.com,9353886758,GTA V,Horror,Nintendo Switch,Mac,,bronze,Free,13.02.2017,2020/08/12,-1276,57.3,4526.7,4501,1675,2826,37.2,6.1,384.1,999999,58,355,6081.03,53,Subscription,-,4.3,24,Yes,True,Medium
PLR0049332,SOFIA GUPTA,N/A,27,Lyon,France,sofia.gupta@outlook.com,9235693642,None,Battle Royale,Xbox,android,SQUAD,bronze,free,2016-03-11T00:00:00Z,2019/11/19,1348,57.5,5635.0,3918,2090,999999,111.5,34.7,,89,13,-109,$11686.38,NULL,Season Pass,,2.6,16,Y,No,medium
PLR0030129,Julia Santos,julia_santos_gamer,21,Osaka,Japan,julia.santos@gmail.com,91501-46195,Candy Crush,Casual,Playstation,android,Duo,platinum,Premium,March 2015,,1441,10.0,90.0,3954,3796,,96.0,12.6,547.2,283,137,474,8496.5,5,,Debit Card,4.6,6,0,1,Unknown
PLR0030169,Rohan Malhotra,rohan_malhotra123,19,NEW YORK,USA,rohan.malhotra@outlook.com,9759202660,GTA V,MOBA,mobile ,IOS,solo,Diamond,pro,2023/05/01,09/09/23,131,-32.5,2502.5,4540,948,3592,-1.4,7.5,4095.8,262,139,75,8273.53,70,DLC,Gift Card,4.6,18,no,True,low
PLR0017952,Marie Martin,marie_martin_noob,30,Houston,USA,marie.martin@yahoo.com,XXXXXXXXXX,League of Legends,,mobile ,Console,squad,platinum,free,N/A,07/27/23,863,46.4,4083.2,3447,1337,2110,38.8,7.3,,NULL,72,441,10413.54,64,N/A,UPI,4.3,13,0,Y,Low
PLR0016917,Noah Müller,NULL,20,Kyoto,Japan,noah.müller@hotmail.com,9808071049,Valorant,Battle Royale,Mobile,IOS,squad,bronze,N/A,16 June 2022,10/11/22,NULL,53.3,3091.4,981,966,15,98.5,0.5,2275.1,231,101,-318,11441.48,44,DLC,n/a,4.4,5,Y,No,N/A
PLR0049923,Hans Iyer,hans_iyer123,26,Kolkata,India,hans.iyer@yahoo.com,N/A,BGMI,Horror,PC,android,,na,premium,14-01-2021,2023/06/24,891,11.4,934.8,674,N/A,-295,56.2,3.8,2993.9,,1,398,,61,Season Pass,CREDIT CARD,-0.4,23,yes,true,Unknown
PLR0048769,Siddharth Silva,siddharth_silva_pro,25,Vancouver,Canada,siddharth.silva@yahoo.com,9977182372,Minecraft,Strategy,mobile ,Android,Squad,Silver,Pro,25.02.2018,N/A,999999,N/A,862.4,3360,482,2878,14.3,6.9,4605.3,33,36,61,4360.88,41,Subscription,Gift Card,2.7,15,N,true,Medium
PLR0030615,Noah Kumar,noah_kumar_gamer,20,London,UK,noah.kumar@yahoo.com,9836049711,BGMI,FPS,MOBILE,android,Duo,Unranked,Premium,2019-01-28T00:00:00Z,16-07-2021,900,12.7 hrs,2082.8,1330,262,1068,19.7,-3.5,824.3,119,122,-420,10243.34,75,None,Credit Card,3.5,NULL,NO,False,Low
PLR0016381,  Ananya Kumar  ,ananya_kumar_gamer,33,Brasilia,Brazil,N/A,9310230511,BGMI,Sports,Xbox,android,Solo,Platinum,pro,2020/12/31,13-03-2021,72,31.3,5790.5,4594,999999,3184,30.7,1.1,1466.9,135,73,29,324.74,74,Subscription,CREDIT CARD,4.6,20,1,Y,Low
PLR0048687,Chloe Kumar,  chloe_kumar999,29,Los Angeles,,chloe.kumargmail.com,9417946041,BGMI,Horror,Playstation,WINDOWS,Squad,Bronze,Free,24.12.2019,06.02.2023,1140,N/A,4352.4,4932,2649,2283,53.7,5.4,4175.9,204,27,85,6562.74,19,N/A,Net Banking,3.3,NULL,YES,Yes,medium
PLR0029109,Priya Chopra,priya_chopra_bg,-17,Jaipur,India,priya.chopra@hotmail.com,XXXXXXXXXX,Valorant,Simulation,PlayStation,Windows,SQUAD,bronze,pro,22-01-2017,04 May 2019,832,6.0,NULL,1306,924,382,70.8,NULL,717.1,28,23,418,2401.79,63,N/A,wallet,2.5,-6,true,0,HIGH
PLR0014671,DISHA GARCIA,DISHA_GARCIA_NOOB,13,Dubai,  UAE,NULL,9299377399,Minecraft,Simulation,PlayStation,iOS,Team,Master,Elite,NULL,June 2023,315,13.8,455.4,1394,203,1191,14.6,1.7,2547.3,205,104,329,2397.59,13,Full Game,,4.8,16,NO,NO,High
PLR0038714,Y@sh N@ir,yash_nair,30,Ahmedabad,INDIA,yash.nair@gmail.com,9141693450,FIFA 24,FPS,mobile ,MacOS,SQUAD,Grandmaster,pro,2022/01/27,2022-12-09T00:00:00Z,316,18.3,292.8,NULL,423,333,56.0,2.0,2286.5,215,37,1,Rs.7600.13,6,,,3.5,6,Y,no,medium
PLR0043253,NISHA SCHMIDT,nisha_schmidt123,24,New York,USA,nisha.schmidt@yahoo.com,9315091563,Candy Crush,Battle Royale,PC,iOS,Squad,Gold,pro,2015/03/28,07/15/20,1936,51.9,N/A,1774,1226,548,69.1,7.8,4087.5,179,64,270,,80,N/A,Net Banking,2.2,10,No,Y,Low
PLR0026590,Pooja Tanaka,pooja_tanakaxX,29,MARSEILLE,France,pooja.tanaka@yahoo.com,9877519563,Genshin Impact,Horror,Xbox,Mac,N/A,Master,PREMIUM,09 April 2018,2020-04-04T00:00:00Z,726,42.9,6606.6,2705,827,-1878,30.6,1.6,377.8,282,79,457,3180.48,31,In-App Purchase,wallet,1.9,30,N,yes,N/A
PLR0015684,Rohan Gupta,rohan_gupta999,13,Lyon,N/A,rohan.gupta@yahoo,9951782527,FIFA 24,unknown,-,iOS,Team,N/A,premium,31-01-2014,NULL,1859,56.0,5376.0,NULL,999999,2420,48.4,1.4,2398.4,145,125,450,8072.67,54,In-App Purchase,Wallet,3.6,18,YES,true,medium
PLR0045343,Kavya Santos,kavya_santosxX,27,Delhi,India,kavya.santos@outlook.com,9853516410,Free Fire,n/a,mobile ,Windows,Duo,na,Premium,NULL,June 2022,-550,53.5,5617.5,N/A,3344,1512,68.9,4.6,202.8,219,23,260,5120.08,NULL,,,3.6,26,Yes,no,N/A
PLR0048115,Olivia Malhotra,olivia_malhotra_ff,35,Mumbai,India,olivia.malhotra@yahoo.com,9826224,CS:GO,FPS,PlayStation,Mac,Duo ,NULL,Elite,26 September 2018,October 2022,1495,4.5,121.5,,1932,49,128.7,N/A,5020.5,19,40,283,1626.81,,in-app purchase,Wallet,unrated,15,False,true,
