,transaction_id,customer_id,customer_name,age,age_group,city,email,phone,manga_title,volume_no,genre,format,platform,payment_method,unit_price,quantity,total_amount,customer_rating,purchase_date,delivery_days,is_returned,membership_tier,discount_percent,coupon_used
9321,18501,CUST7074,Kavya Gupta,30.0,Young Adult (18-24),Ahmedabad,kavya.gupta@gmail.com,9246041408,Vinland Saga,18.0,Seinen,Box Set,Book Depository,Wallet,199.0,2.0,398.0,4.0,25-09-24,6.0,No,Silver,20.0,Yes
9322,21784,CUST9870,Nisha Reddy,19.0,Young Adult (18-24),Delhi,nisha.reddy@gmail.com,9714585872,Vinland Saga,17.0,Slice Of Life,Box Set,Crunchyroll Store,Debit Card,1499.0,2.0,2998.0,3.2,01-06-23,3.0,Yes,Silver,5.0,Unknown
9323,11567,CUST6673,Priya Patel,,Adult (25-30),Mumbai,priya.patel@gmail.com,Unknown,Dr. Stone,30.0,Thriller,Digital,Amazon,Debit Card,999.0,2.0,1998.0,4.4,,9.0,No,Bronze,0.0,No
9324,17803,CUST7813,Ananya Das,15.0,Adult (25-30),Ahmedabad,ananya.das@gmail.com,9217333541,Jujutsu Kaisen,16.0,Action,Limited Edition,Amazon,Wallet,799.0,5.0,3995.0,4.8,23-07-23,6.0,No,Silver,25.0,Unknown
9325,43930,CUST9690,Vikram Das,28.0,Teen (13-17),Hyderabad,vikram.das@gmail,9336263026,Sword Art Online,13.0,Slice Of Life,Box Set,Book Depository,Debit Card,499.0,4.0,1996.0,9.19,26-10-22,10.0,Yes,Platinum,0.0,Yes
9326,48767,CUST8913,Meera Iyer,19.0,Teen (13-17),Ahmedabad,meera.iyer@gmail.com,9473889946,Naruto,19.0,Romance,Unknown,Flipkart,Upi,299.0,2.0,598.0,5.0,25-06-20,1.0,Yes,Gold,5.0,Unknown
9327,46773,CUST8960,Divya Joshi,29.0,Teen (13-17),Jaipur,,9245020986,One Piece,31.0,Shojo,Limited Edition,Local Store,Debit Card,199.0,4.0,796.0,4.3,24-06-20,6.0,Yes,Unknown,10.0,Unknown
9328,49872,CUST9938,Nisha Singh,29.0,Teen (13-17),Bangalore,nisha.singh@gmail.com,9618042531,Attack On Titan,12.0,Shojo,Hardcover,Viz Media,Cash,999.0,1.0,999.0,4.7,15-08-20,2.0,No,Unknown,5.0,Yes
9329,37262,CUST4367,Siddharth Verma,14.0,Adult (25-30),Mumbai,siddharth.verma@gmail.com,9241166221,Fairy Tail,29.0,Shojo,Limited Edition,Unknown,Net Banking,499.0,3.0,1497.0,4.5,21-11-20,5.0,No,Platinum,25.0,Unknown
9330,22910,CUST1811,Divya Reddy,-15.0,Teen (13-17),Ahmedabad,divya.reddy@gmail.com,Unknown,Dragon Ball Z,,Isekai,Box Set,Viz Media,Net Banking,799.0,1.0,799.0,2.7,17-09-20,7.0,No,Gold,25.0,Unknown
9331,33049,CUST3214,Aditya Shah,-21.0,Teen (13-17),Kolkata,aditya.shah@gmail.com,9766893916,Chainsaw Man,3.0,Shojo,Box Set,Mangaplus Shop,Net Banking,349.0,4.0,1396.0,3.9,,6.0,No,Silver,0.0,Unknown
9332,24380,CUST3522,Nikhil Kumar,15.0,Young Adult (18-24),Delhi,nikhil.kumar@gmail,9940523666,Chainsaw Man,16.0,Fantasy,Digital,Local Store,Debit Card,349.0,1.0,349.0,3.9,01-12-21,3.0,Yes,Gold,10.0,Unknown
9333,12848,CUST8381,Dev Gupta,22.0,Unknown,Ahmedabad,dev.gupta@gmail,9784358901,One Piece,,Action,Hardcover,Viz Media,Wallet,349.0,4.0,1396.0,2.8,12-10-24,1.0,No,Unknown,20.0,Unknown
9334,13230,CUST1455,Meera Malhotra,17.0,Adult (25-30),Delhi,meera.malhotra@gmail,9634024286,Black Clover,32.0,Shonen,Paperback,Viz Media,Upi,799.0,4.0,3196.0,3.4,26-04-20,9.0,Yes,Unknown,0.0,Unknown
9335,5512,CUST4519,Ananya Kumar,14.0,Adult (25-30),Hyderabad,ananya.kumar@gmail.com,9381181954,One Punch Man,35.0,Isekai,Digital,Viz Media,Credit Card,299.0,5.0,1495.0,3.3,07-07-23,6.0,Yes,Platinum,25.0,Yes
9336,11612,CUST4857,Nisha Malhotra,14.0,Young Adult (18-24),Ahmedabad,nisha.malhotra@gmail.com,Unknown,Dragon Ball Z,3.0,Fantasy,Paperback,Mangaplus Shop,Wallet,199.0,5.0,995.0,3.8,27-09-22,6.0,No,Silver,10.0,No
9337,10750,CUST8034,Arjun Reddy,20.0,Teen (13-17),Bangalore,arjun.reddy@gmail.com,9051170168,Black Clover,18.0,Horror,Box Set,Viz Media,Cash,599.0,3.0,1797.0,4.8,31-05-21,5.0,No,Bronze,0.0,No
9338,33018,CUST7333,Tanvir Joshi,14.0,Young Adult (18-24),Bangalore,tanvir.joshigmail.com,9346410537,Dr. Stone,23.0,Isekai,Limited Edition,Book Depository,Upi,199.0,3.0,597.0,4.1,30-08-21,10.0,Yes,Bronze,20.0,Unknown
9339,19419,CUST7015,Rahul Sharma,24.0,Unknown,Jaipur,rahul.sharma@gmail.com,9464953463,Fullmetal Alchemist,28.0,Slice Of Life,Box Set,Book Depository,Net Banking,599.0,5.0,2995.0,3.7,25-10-20,6.0,No,Silver,0.0,Unknown
9340,38338,CUST6095,Kavya Singh,,Adult (25-30),Jaipur,kavya.singh@gmail.com,9181196782,Jojo's Bizarre Adventure,2.0,Action,Box Set,Viz Media,Debit Card,599.0,4.0,2396.0,3.4,14-09-20,6.0,Yes,Unknown,10.0,Unknown
9341,30789,CUST5207,Sneha Iyer,150.0,Teen (13-17),Delhi,sneha.iyer@gmail.com,9776670648,Chainsaw Man,17.0,Slice Of Life,Digital,Local Store,Credit Card,199.0,3.0,597.0,3.3,06-05-21,6.0,Yes,Bronze,20.0,Yes
9342,15788,CUST8476,Arjun Chopra,22.0,Young Adult (18-24),Bangalore,arjun.chopra@gmail.com,9153995582,Attack On Titan,7.0,Shojo,Box Set,Local Store,Credit Card,799.0,1.0,799.0,2.9,12-06-22,6.0,No,Bronze,5.0,Unknown
9343,45505,CUST8018,Arjun Mehta,13.0,Teen (13-17),Lucknow,,9666222877,The Promised Neverland,9.0,Action,Box Set,Viz Media,Wallet,349.0,3.0,1047.0,6.62,30-05-22,10.0,Unknown,Bronze,5.0,Unknown
9344,50549,CUST2422,Pooja Gupta,,Teen (13-17),Bangalore,pooja.gupta@gmail.com,9749131287,Black Clover,39.0,Fantasy,Unknown,Viz Media,Net Banking,199.0,3.0,597.0,4.3,04-09-24,2.0,Yes,Unknown,10.0,Unknown
9345,45152,CUST5660,Kavya Sharma,27.0,Adult (25-30),Bangalore,kavya.sharma@gmail.com,9365656663,Jojo's Bizarre Adventure,36.0,Seinen,Box Set,Local Store,Credit Card,599.0,3.0,1797.0,2.8,01-06-21,10.0,Yes,Silver,20.0,No
9346,3407,CUST4801,Tanvir Chopra,29.0,Young Adult (18-24),Kolkata,tanvir.chopra@gmail.com,9989599730,Bleach,1.0,Horror,Digital,Flipkart,Credit Card,299.0,2.0,598.0,4.2,25-03-20,4.0,Yes,Platinum,15.0,No
9347,23795,CUST8203,Riya Das,13.0,Young Adult (18-24),Lucknow,riya.das@gmail.com,9798528174,Dr. Stone,17.0,Thriller,Unknown,Crunchyroll Store,Unknown,999.0,4.0,3996.0,4.3,09-06-24,10.0,Unknown,Gold,20.0,Unknown
9348,13298,CUST4703,Harsh Reddy,17.0,Young Adult (18-24),Kolkata,harsh.reddy@gmail.com,9757241184,One Punch Man,20.0,Seinen,Digital,Local Store,Upi,199.0,3.0,597.0,4.7,16-11-23,3.0,No,Silver,10.0,Yes
9349,15638,CUST1292,Meera Reddy,,Young Adult (18-24),Delhi,meera.reddy@gmail.com,9459208427,Chainsaw Man,33.0,Thriller,Hardcover,Local Store,Unknown,199.0,4.0,796.0,2.7,04-12-21,9.0,Yes,Gold,15.0,No
9350,18621,CUST9787,Sneha Shah,25.0,Young Adult (18-24),Chennai,sneha.shah@gmail,9123883433,Jujutsu Kaisen,21.0,Shonen,Hardcover,Mangaplus Shop,Wallet,999.0,3.0,2997.0,3.2,02-02-22,6.0,No,Unknown,25.0,Unknown
9351,7407,CUST6476,Aditya Mehta,-19.0,Young Adult (18-24),Hyderabad,aditya.mehta@gmail.com,9067487756,Haikyu,,Isekai,Digital,Unknown,Credit Card,499.0,3.0,1497.0,4.3,,7.0,No,Bronze,20.0,No
9352,10521,CUST6267,Divya Das,13.0,Young Adult (18-24),Kolkata,divya.das@gmail.com,9291837597,One Punch Man,13.0,Action,Paperback,Book Depository,Unknown,499.0,2.0,998.0,4.0,01-07-22,6.0,Yes,Platinum,15.0,Yes
9353,33266,CUST3655,Meera Joshi,18.0,Young Adult (18-24),Pune,meera.joshi@gmail.com,9140676903,My Hero Academia,28.0,Fantasy,Hardcover,Mangaplus Shop,Upi,799.0,4.0,3196.0,2.9,03-12-24,5.0,Yes,Gold,10.0,No
9354,5768,CUST1752,Rahul Malhotra,28.0,Young Adult (18-24),Lucknow,rahul.malhotra@gmail.com,9571586984,Bleach,9.0,Thriller,Box Set,Crunchyroll Store,Cash,599.0,4.0,2396.0,3.8,01-09-24,6.0,No,Unknown,5.0,No
9355,3707,CUST7577,Ananya Verma,26.0,Adult (25-30),Mumbai,ananya.verma@gmail,9949495186,One Punch Man,32.0,Fantasy,Hardcover,Amazon,Upi,799.0,5.0,3995.0,4.7,22-08-20,6.0,Yes,Gold,10.0,No
9356,27271,CUST4104,Dev Malhotra,16.0,Young Adult (18-24),Mumbai,dev.malhotra@gmail.com,XXXXXXXXXX,Spy X Family,16.0,Slice Of Life,Unknown,Flipkart,Credit Card,499.0,2.0,998.0,4.8,20-11-21,6.0,Yes,Unknown,25.0,Unknown
9357,3628,CUST5153,Karan Patel,23.0,Teen (13-17),Jaipur,karan.patelgmail.com,9539773943,Vinland Saga,7.0,Isekai,Box Set,Crunchyroll Store,Wallet,199.0,4.0,796.0,3.2,29-06-21,6.0,Yes,Silver,0.0,No
9358,15181,CUST6840,Siddharth Patel,18.0,Young Adult (18-24),Kolkata,siddharth.patel@gmail.com,9193173897,Dr. Stone,17.0,Shonnen,Unknown,Local Store,Net Banking,199.0,4.0,796.0,3.5,23-04-20,6.0,Yes,Silver,0.0,Unknown
9359,23690,CUST5295,Siddharth Kumar,18.0,Teen (13-17),Lucknow,siddharth.kumar@gmail.com,9922679310,One Piece,34.0,Thriller,Limited Edition,Crunchyroll Store,Credit Card,599.0,4.0,2396.0,4.7,10-04-21,6.0,Yes,Platinum,25.0,No
9360,41662,CUST6751,Karan Malhotra,26.0,Adult (25-30),Bangalore,karan.malhotra@gmail.com,9699641381,Hunter X Hunter,2.0,Action,Unknown,Local Store,Upi,349.0,1.0,349.0,4.4,,3.0,No,Gold,15.0,Unknown
9361,48950,CUST6103,Kunal Nair,30.0,Teen (13-17),Chennai,kunal.nair@gmail.com,9934130855,One Piece,4.0,Fantasy,Paperback,Crunchyroll Store,Credit Card,599.0,4.0,2396.0,2.9,08-07-23,6.0,No,Silver,10.0,Yes
9362,6443,CUST8008,Nikhil Verma,30.0,Adult (25-30),Hyderabad,nikhil.verma@gmail.com,9396799272,Bleach,18.0,Seinen,Box Set,Viz Media,Debit Card,999.0,5.0,4995.0,2.7,,1.0,No,Silver,0.0,Unknown
9363,46382,CUST5910,Nisha Chopra,25.0,Unknown,Bangalore,nisha.chopra@gmail.com,XXXXXXXXXX,Spy X Family,22.0,Romance,Hardcover,Unknown,Debit Card,199.0,5.0,995.0,2.7,,10.0,No,Silver,10.0,Yes
9364,42660,CUST4502,Arjun Sharma,30.0,Teen (13-17),Hyderabad,arjun.sharma@gmail.com,9367008286,Bleach,31.0,Seinen,Limited Edition,Mangaplus Shop,Cash,599.0,3.0,1797.0,2.8,16-12-20,6.0,No,Bronze,15.0,Unknown
9365,8674,CUST3102,Arjun Mehta,25.0,Young Adult (18-24),Kolkata,arjun.mehta@gmail.com,Unknown,Black Clover,27.0,Thriller,Limited Edition,Mangaplus Shop,Cash,999.0,4.0,3996.0,3.9,24-06-24,6.0,Yes,Bronze,25.0,Unknown
9366,5967,CUST3820,Nisha Mehta,150.0,Young Adult (18-24),Mumbai,nisha.mehta@gmail,9080133409,Naruto,38.0,Action,Hardcover,Amazon,Cash,799.0,2.0,1598.0,3.8,28-07-20,10.0,Yes,Bronze,10.0,Unknown
9367,11139,CUST8255,Meera Malhotra,15.0,Young Adult (18-24),Ahmedabad,meera.malhotra@gmail.com,9550789421,Bleach,25.0,Action,Hardcover,Amazon,Debit Card,1299.0,3.0,3897.0,3.8,,5.0,Yes,Silver,0.0,Unknown
9368,13299,CUST2554,Kavya Singh,26.0,Teen (13-17),Pune,kavya.singh@gmail.com,9996583822,The Promised Neverland,26.0,Slice Of Life,Digital,Amazon,Upi,349.0,3.0,1047.0,4.7,10-03-21,6.0,No,Silver,0.0,No
9369,42571,CUST4276,Dev Patel,17.0,Teen (13-17),Ahmedabad,dev.patel@gmail.com,9459329453,Chainsaw Man,21.0,Isekai,Box Set,Unknown,Net Banking,999.0,2.0,1998.0,3.2,02-06-22,1.0,No,Bronze,15.0,Unknown
9370,1134,,Priya Iyer,28.0,Young Adult (18-24),Lucknow,priya.iyer@gmail.com,9430750592,Haikyu,11.0,Thriller,Box Set,Mangaplus Shop,Cash,499.0,3.0,1497.0,3.2,23-02-24,1.0,Yes,Bronze,0.0,Yes
9371,34022,CUST7832,Simran Chopra,29.0,Young Adult (18-24),Ahmedabad,simran.chopragmail.com,9437840998,Dr. Stone,18.0,Seinen,Hardcover,Book Depository,Net Banking,999.0,5.0,4995.0,3.8,23-04-20,6.0,Yes,Bronze,0.0,Yes
9372,17347,CUST6320,Meera Reddy,19.0,Adult (25-30),Mumbai,meera.reddy@gmail.com,9192581645,Haikyu,34.0,Fantasy,Digital,Crunchyroll Store,Upi,599.0,5.0,2995.0,4.4,01-08-22,10.0,Yes,Unknown,0.0,No
9373,45757,CUST2689,Dev Chopra,150.0,Young Adult (18-24),Pune,dev.chopra@gmail.com,9857140762,The Promised Neverland,40.0,Thriller,Paperback,Amazon,Debit Card,1499.0,1.0,1499.0,4.3,,5.0,Yes,Silver,20.0,Unknown
9374,29907,CUST4174,Karan Kumar,15.0,Adult (25-30),Kolkata,karan.kumar@gmail.com,Unknown,Demon Slayer,39.0,Seinen,Paperback,Crunchyroll Store,Credit Card,1499.0,5.0,7495.0,3.1,,3.0,Unknown,Bronze,5.0,Unknown
9375,26152,CUST1136,Nikhil Shah,27.0,Teen (13-17),Pune,nikhil.shah@gmail.com,9892136276,Dr. Stone,15.0,Slice Of Life,Box Set,Viz Media,Debit Card,599.0,5.0,2995.0,3.8,27-07-23,2.0,No,Unknown,25.0,Unknown
9376,26179,CUST2552,Aditya Verma,25.0,Teen (13-17),Ahmedabad,aditya.vermagmail.com,9632816230,Berserk,31.0,Horror,Hardcover,Local Store,Wallet,799.0,4.0,3196.0,3.0,29-10-20,6.0,No,Platinum,20.0,Unknown
9377,48505,CUST2012,Siddharth Verma,-21.0,Teen (13-17),Chennai,,9502586097,Naruto,31.0,Romance,Paperback,Viz Media,Upi,1499.0,2.0,2998.0,3.8,11-08-22,10.0,Yes,Bronze,0.0,Unknown
9378,4735,CUST8020,Dev Verma,20.0,Teen (13-17),Lucknow,dev.verma@gmail.com,9393787576,Berserk,38.0,Romance,Paperback,Local Store,Cash,349.0,3.0,1047.0,4.1,27-08-22,6.0,No,Platinum,25.0,Yes
9379,13723,CUST7779,Sneha Singh,20.0,Adult (25-30),Jaipur,sneha.singh@gmail.com,XXXXXXXXXX,Dragon Ball Z,8.0,Action,Unknown,Amazon,Net Banking,599.0,5.0,2995.0,3.1,23-07-21,6.0,Yes,Bronze,10.0,Unknown
9380,32145,CUST5445,Nikhil Joshi,30.0,Young Adult (18-24),Lucknow,nikhil.joshi@gmail.com,9592919007,Bleach,35.0,Seinen,Box Set,Local Store,Wallet,799.0,1.0,799.0,3.7,09-06-24,6.0,Yes,Silver,15.0,Unknown
9381,7881,CUST1722,Rahul Das,21.0,Young Adult (18-24),Delhi,rahul.dasgmail.com,9186379750,Jujutsu Kaisen,,Fantasy,Paperback,Amazon,Cash,199.0,1.0,199.0,2.8,15-01-22,7.0,No,Silver,0.0,Unknown
9382,19948,CUST5197,Pooja Joshi,17.0,Teen (13-17),Lucknow,pooja.joshi@gmail.com,Unknown,Spy X Family,21.0,Seinen,Limited Edition,Book Depository,Credit Card,599.0,2.0,1198.0,3.4,16-08-20,2.0,Unknown,Unknown,5.0,Unknown
9383,47379,CUST6221,Riya Joshi,29.0,Young Adult (18-24),Delhi,riya.joshi@gmail.com,9893237332,Demon Slayer,31.0,Thriller,Limited Edition,Flipkart,Wallet,299.0,4.0,1196.0,5.0,31-10-22,1.0,No,Gold,15.0,Unknown
9384,21432,CUST3976,Meera Malhotra,19.0,Adult (25-30),Chennai,meera.malhotra@gmail.com,9743003482,Mob Psycho 100,35.0,Shojo,Limited Edition,Book Depository,Upi,599.0,4.0,2396.0,3.0,,5.0,Yes,Bronze,20.0,Unknown
9385,44469,,Divya Joshi,21.0,Teen (13-17),Jaipur,divya.joshi@gmail.com,9302328995,Dragon Ball Z,16.0,Horror,Unknown,Local Store,Net Banking,599.0,5.0,2995.0,2.9,29-03-23,7.0,No,Bronze,0.0,Unknown
9386,1184,CUST8242,Rahul Malhotra,27.0,Unknown,Pune,rahul.malhotra@gmail.com,9728920979,Hunter X Hunter,31.0,Shonen,Limited Edition,Viz Media,Upi,349.0,4.0,1396.0,4.4,03-11-22,1.0,Unknown,Bronze,20.0,No
9387,15312,CUST5113,Ananya Shah,16.0,Young Adult (18-24),Hyderabad,ananya.shah@gmail.com,9298874101,Vinland Saga,26.0,Thriller,Box Set,Flipkart,Debit Card,799.0,1.0,799.0,3.8,04-08-20,6.0,Yes,Bronze,5.0,Unknown
9388,19232,CUST1006,Zara Reddy,25.0,Young Adult (18-24),Kolkata,zara.reddy@gmail.com,9797152473,My Hero Academia,30.0,Shonen,Paperback,Viz Media,Net Banking,599.0,5.0,2995.0,3.5,24-06-23,6.0,Yes,Bronze,5.0,Unknown
9389,36556,CUST1260,Simran Iyer,-16.0,Young Adult (18-24),Bangalore,simran.iyer@gmail.com,9637412195,Vinland Saga,28.0,Slice Of Life,Digital,Local Store,Unknown,499.0,4.0,1996.0,3.8,12-03-23,7.0,No,Bronze,15.0,Yes
9390,29427,CUST9953,Meera Reddy,29.0,Young Adult (18-24),Lucknow,meera.reddygmail.com,9449693009,Fullmetal Alchemist,33.0,Horror,Box Set,Mangaplus Shop,Debit Card,799.0,4.0,3196.0,3.7,01-04-21,6.0,No,Bronze,10.0,Unknown
9391,50817,CUST7747,Kavya Iyer,23.0,Adult (25-30),Kolkata,kavya.iyer@gmail,9437821118,Black Clover,4.0,Fantasy,Unknown,Flipkart,Credit Card,299.0,5.0,1495.0,4.9,01-03-22,6.0,No,Bronze,10.0,Unknown
9392,29428,CUST4795,Nisha Malhotra,,Adult (25-30),Mumbai,nisha.malhotra@gmail.com,9215365771,The Promised Neverland,,Seinen,Unknown,Flipkart,Credit Card,1299.0,3.0,3897.0,3.3,01-04-22,1.0,Yes,Unknown,25.0,No
9393,3434,CUST4013,Sneha Nair,30.0,Adult (25-30),Delhi,sneha.nair@gmail.com,Unknown,Vinland Saga,2.0,Isekai,Paperback,Mangaplus Shop,Debit Card,599.0,5.0,2995.0,3.8,30-09-22,6.0,Yes,Unknown,5.0,Unknown
9394,46010,CUST5005,Nisha Reddy,14.0,Teen (13-17),Jaipur,nisha.reddy@gmail.com,Unknown,My Hero Academia,32.0,Shojo,Box Set,Mangaplus Shop,Net Banking,1499.0,5.0,7495.0,4.0,24-04-21,6.0,No,Bronze,20.0,Unknown
9395,15212,CUST6654,Nisha Verma,20.0,Young Adult (18-24),Mumbai,nisha.verma@gmail.com,9881935886,Tokyo Ghoul,10.0,Slice Of Life,Hardcover,Viz Media,Cash,299.0,3.0,897.0,3.4,02-04-22,6.0,Yes,Bronze,15.0,No
9396,15348,CUST3829,Kunal Patel,,Teen (13-17),Bangalore,kunal.patel@gmail.com,9558110806,One Punch Man,20.0,Shonen,Digital,Crunchyroll Store,Debit Card,299.0,1.0,299.0,3.6,05-10-24,3.0,Yes,Platinum,10.0,Yes
9397,33924,CUST6619,Nikhil Verma,22.0,Teen (13-17),Kolkata,nikhil.verma@gmail.com,Unknown,Hunter X Hunter,29.0,Shojo,Digital,Mangaplus Shop,Net Banking,599.0,5.0,2995.0,3.7,28-01-22,4.0,Yes,Unknown,10.0,Yes
9398,46921,CUST4037,Kunal Sharma,19.0,Young Adult (18-24),Pune,kunal.sharma@gmail.com,9164568892,Dragon Ball Z,,Isekai,Box Set,Crunchyroll Store,Net Banking,799.0,4.0,3196.0,3.8,17-10-24,9.0,No,Bronze,20.0,Unknown
9399,11995,CUST8030,Dev Nair,14.0,Adult (25-30),Lucknow,dev.nair@gmail.com,9908350260,Black Clover,,Thriller,Box Set,Flipkart,Unknown,799.0,5.0,3995.0,4.8,08-04-21,2.0,Yes,Platinum,15.0,Yes
9400,33276,CUST6677,Vikram Reddy,22.0,Teen (13-17),Lucknow,vikram.reddygmail.com,9308705334,Death Note,4.0,Action,Hardcover,Viz Media,Wallet,599.0,1.0,599.0,3.1,09-10-21,1.0,Yes,Gold,15.0,Unknown
9401,22804,CUST8052,Nikhil Iyer,21.0,Young Adult (18-24),Pune,nikhil.iyer@gmail.com,9401954440,Dragon Ball Z,35.0,Shonen,Limited Edition,Mangaplus Shop,Net Banking,1299.0,2.0,2598.0,4.4,01-04-24,6.0,Unknown,Bronze,0.0,Unknown
9402,35178,CUST8105,Shreya Reddy,19.0,Teen (13-17),Jaipur,shreya.reddygmail.com,9009490066,Attack On Titan,4.0,Fantasy,Box Set,Amazon,Upi,1499.0,2.0,2998.0,4.8,05-07-22,6.0,Yes,Bronze,25.0,Unknown
9403,8291,CUST1898,Nikhil Das,30.0,Teen (13-17),Mumbai,nikhil.das@gmail.com,9887460051,One Punch Man,26.0,Action,Hardcover,Unknown,Wallet,1299.0,1.0,1299.0,3.8,10-10-24,6.0,Yes,Silver,20.0,Yes
9404,22072,CUST1401,Nisha Chopra,25.0,Teen (13-17),Ahmedabad,nisha.chopragmail.com,9297317093,Dr. Stone,35.0,Horror,Limited Edition,Book Depository,Cash,199.0,1.0,199.0,3.8,21-05-22,6.0,Yes,Unknown,15.0,Unknown
9405,1174,CUST2597,Harsh Kumar,21.0,Teen (13-17),Hyderabad,harsh.kumar@gmail.com,9465895798,Jujutsu Kaisen,22.0,Shonen,Box Set,Book Depository,Upi,999.0,3.0,2997.0,4.6,,2.0,Yes,Silver,10.0,Unknown
9406,21571,CUST5584,Arjun Malhotra,29.0,Young Adult (18-24),Jaipur,arjun.malhotra@gmail.com,Unknown,Black Clover,21.0,Thriller,Hardcover,Viz Media,Net Banking,1499.0,3.0,4497.0,5.0,08-03-23,6.0,Yes,Gold,15.0,Unknown
9407,3300,CUST5291,Kavya Reddy,,Adult (25-30),Ahmedabad,kavya.reddy@gmail.com,9313963605,The Promised Neverland,10.0,Horror,Limited Edition,Unknown,Unknown,599.0,3.0,1797.0,3.8,04-02-24,6.0,Yes,Unknown,20.0,Unknown
9408,10959,CUST5098,Kunal Reddy,24.0,Adult (25-30),Delhi,kunal.reddy@gmail.com,9156110224,Demon Slayer,,Thriller,Limited Edition,Unknown,Debit Card,299.0,4.0,1196.0,3.8,12-07-24,9.0,No,Gold,10.0,Unknown
9409,25150,CUST7877,Meera Joshi,26.0,Adult (25-30),Kolkata,meera.joshi@gmail.com,Unknown,Hunter X Hunter,33.0,Shonen,Hardcover,Amazon,Credit Card,299.0,5.0,1495.0,3.8,,4.0,Yes,Unknown,10.0,Unknown
9410,20732,CUST8345,Kunal Mehta,29.0,Young Adult (18-24),Pune,kunal.mehtagmail.com,9169466281,Fullmetal Alchemist,26.0,Seinen,Hardcover,Local Store,Net Banking,1299.0,2.0,2598.0,2.6,08-11-23,10.0,No,Platinum,15.0,No
9411,3320,CUST8084,Ananya Patel,26.0,Young Adult (18-24),Ahmedabad,,9171784497,Fairy Tail,19.0,Thriller,Hardcover,Local Store,Credit Card,599.0,5.0,2995.0,4.9,09-05-21,3.0,Yes,Silver,10.0,Unknown
9412,49474,CUST3321,Nikhil Iyer,13.0,Young Adult (18-24),Delhi,nikhil.iyer@gmail.com,9128119177,Dr. Stone,10.0,Slice Of Life,Box Set,Unknown,Cash,799.0,2.0,1598.0,2.6,17-12-23,1.0,Unknown,Platinum,20.0,Unknown
9413,23149,CUST5592,Sneha Mehta,14.0,Adult (25-30),Hyderabad,,9534248149,Attack On Titan,12.0,Shojo,Digital,Viz Media,Wallet,599.0,3.0,1797.0,5.0,01-02-21,5.0,Unknown,Unknown,15.0,Unknown
9414,31088,CUST9578,Amit Reddy,22.0,Teen (13-17),Chennai,amit.reddy@gmail,9017310730,Fullmetal Alchemist,2.0,Slice Of Life,Limited Edition,Local Store,Debit Card,299.0,5.0,1495.0,3.8,29-01-22,6.0,Yes,Gold,20.0,Yes
9415,21086,CUST6468,Pooja Das,,Adult (25-30),Pune,pooja.das@gmail.com,9698792516,Naruto,10.0,Thriller,Unknown,Mangaplus Shop,Debit Card,299.0,2.0,598.0,4.4,10-12-22,7.0,Yes,Bronze,15.0,Unknown
9416,45668,CUST4663,Arjun Kumar,,Young Adult (18-24),Hyderabad,arjun.kumargmail.com,9272846034,Hunter X Hunter,18.0,Action,Hardcover,Flipkart,Net Banking,499.0,4.0,1996.0,3.9,01-08-23,6.0,No,Gold,20.0,Unknown
9417,5242,CUST9362,Shreya Mehta,13.0,Teen (13-17),Hyderabad,shreya.mehta@gmail,9745064134,Fullmetal Alchemist,31.0,Action,Box Set,Book Depository,Unknown,299.0,3.0,897.0,3.3,24-04-22,6.0,Yes,Silver,25.0,Unknown
9418,1613,,Shreya Kumar,26.0,Teen (13-17),Chennai,shreya.kumar@gmail.com,9588692168,Dragon Ball Z,,Seinen,Hardcover,Viz Media,Net Banking,349.0,1.0,349.0,4.6,01-04-21,6.0,Yes,Gold,15.0,Unknown
9419,23443,CUST8154,Shreya Joshi,,Adult (25-30),Mumbai,shreya.joshi@gmail.com,9212267925,Sword Art Online,39.0,Shonen,Hardcover,Book Depository,Upi,1299.0,1.0,1299.0,3.7,,6.0,Unknown,Platinum,0.0,No
9420,26812,CUST1287,Riya Verma,22.0,Teen (13-17),Chennai,riya.verma@gmail.com,9180720287,Dr. Stone,16.0,Shojo,Paperback,Local Store,Wallet,499.0,4.0,1996.0,4.4,23-04-24,1.0,Yes,Unknown,0.0,Unknown
9421,38790,CUST2107,Dev Reddy,27.0,Adult (25-30),Chennai,dev.reddy@gmail.com,9705054104,Fairy Tail,11.0,Slice Of Life,Limited Edition,Book Depository,Wallet,599.0,4.0,2396.0,3.8,05-04-22,6.0,No,Gold,10.0,Unknown
9422,47058,CUST4283,Divya Chopra,29.0,Young Adult (18-24),Chennai,divya.chopragmail.com,9400134049,Attack On Titan,17.0,Fantasy,Hardcover,Flipkart,Upi,1299.0,3.0,3897.0,9.94,01-12-20,1.0,Yes,Silver,0.0,Unknown
9423,10378,CUST5300,Rohan Iyer,18.0,Teen (13-17),Bangalore,rohan.iyer@gmail.com,9558771473,Sword Art Online,10.0,Slice Of Life,Digital,Flipkart,Credit Card,999.0,2.0,1998.0,2.5,,6.0,Unknown,Unknown,0.0,No
9424,5672,CUST1782,Rohan Joshi,15.0,Teen (13-17),Kolkata,rohan.joshi@gmail.com,9055293530,Naruto,30.0,Fantasy,Hardcover,Amazon,Unknown,199.0,1.0,199.0,4.2,01-07-20,6.0,Unknown,Silver,0.0,No
